"ReplicateID","# tracers added (true)","# spores in the sample (true)","# counts","# spores counted","# tracers counted"
1,10000,15,25,0,25
2,10000,15,25,0,25
3,10000,15,25,0,25
4,10000,15,25,0,25
5,10000,15,25,0,25
1,10000,76,25,0,25
2,10000,76,25,0,25
3,10000,76,25,0,25
4,10000,76,25,1,24
5,10000,76,25,0,25
1,10000,387,25,0,25
2,10000,387,25,0,25
3,10000,387,25,1,24
4,10000,387,25,0,25
5,10000,387,25,1,24
1,10000,1968,25,6,19
2,10000,1968,25,1,24
3,10000,1968,25,5,20
4,10000,1968,25,3,22
5,10000,1968,25,5,20
1,10000,10000,25,8,17
2,10000,10000,25,11,14
3,10000,10000,25,11,14
4,10000,10000,25,12,13
5,10000,10000,25,12,13
1,14953,22,25,0,25
2,14953,22,25,0,25
3,14953,22,25,0,25
4,14953,22,25,0,25
5,14953,22,25,0,25
1,14953,114,25,0,25
2,14953,114,25,0,25
3,14953,114,25,0,25
4,14953,114,25,0,25
5,14953,114,25,0,25
1,14953,579,25,2,23
2,14953,579,25,0,25
3,14953,579,25,1,24
4,14953,579,25,2,23
5,14953,579,25,0,25
1,14953,2943,25,2,23
2,14953,2943,25,2,23
3,14953,2943,25,4,21
4,14953,2943,25,2,23
5,14953,2943,25,4,21
1,14953,14953,25,10,15
2,14953,14953,25,16,9
3,14953,14953,25,13,12
4,14953,14953,25,12,13
5,14953,14953,25,9,16
1,22361,34,25,0,25
2,22361,34,25,0,25
3,22361,34,25,0,25
4,22361,34,25,0,25
5,22361,34,25,0,25
1,22361,170,25,0,25
2,22361,170,25,1,24
3,22361,170,25,0,25
4,22361,170,25,0,25
5,22361,170,25,0,25
1,22361,866,25,0,25
2,22361,866,25,1,24
3,22361,866,25,0,25
4,22361,866,25,0,25
5,22361,866,25,2,23
1,22361,4401,25,6,19
2,22361,4401,25,2,23
3,22361,4401,25,5,20
4,22361,4401,25,3,22
5,22361,4401,25,5,20
1,22361,22361,25,10,15
2,22361,22361,25,14,11
3,22361,22361,25,11,14
4,22361,22361,25,15,10
5,22361,22361,25,17,8
1,33437,50,25,0,25
2,33437,50,25,0,25
3,33437,50,25,0,25
4,33437,50,25,0,25
5,33437,50,25,0,25
1,33437,255,25,0,25
2,33437,255,25,1,24
3,33437,255,25,1,24
4,33437,255,25,0,25
5,33437,255,25,0,25
1,33437,1295,25,0,25
2,33437,1295,25,1,24
3,33437,1295,25,3,22
4,33437,1295,25,0,25
5,33437,1295,25,2,23
1,33437,6580,25,8,17
2,33437,6580,25,8,17
3,33437,6580,25,4,21
4,33437,6580,25,5,20
5,33437,6580,25,6,19
1,33437,33437,25,8,17
2,33437,33437,25,11,14
3,33437,33437,25,11,14
4,33437,33437,25,10,15
5,33437,33437,25,13,12
1,50000,75,25,1,24
2,50000,75,25,0,25
3,50000,75,25,0,25
4,50000,75,25,0,25
5,50000,75,25,0,25
1,50000,381,25,0,25
2,50000,381,25,0,25
3,50000,381,25,0,25
4,50000,381,25,0,25
5,50000,381,25,1,24
1,50000,1936,25,1,24
2,50000,1936,25,1,24
3,50000,1936,25,0,25
4,50000,1936,25,1,24
5,50000,1936,25,3,22
1,50000,9840,25,4,21
2,50000,9840,25,8,17
3,50000,9840,25,5,20
4,50000,9840,25,3,22
5,50000,9840,25,4,21
1,50000,50000,25,14,11
2,50000,50000,25,16,9
3,50000,50000,25,12,13
4,50000,50000,25,10,15
5,50000,50000,25,11,14
1,10000,15,63,0,63
2,10000,15,63,0,63
3,10000,15,63,0,63
4,10000,15,63,0,63
5,10000,15,63,1,62
1,10000,76,63,1,62
2,10000,76,63,0,63
3,10000,76,63,0,63
4,10000,76,63,0,63
5,10000,76,63,1,62
1,10000,387,63,4,59
2,10000,387,63,1,62
3,10000,387,63,2,61
4,10000,387,63,3,60
5,10000,387,63,3,60
1,10000,1968,63,8,55
2,10000,1968,63,9,54
3,10000,1968,63,12,51
4,10000,1968,63,18,45
5,10000,1968,63,13,50
1,10000,10000,63,29,34
2,10000,10000,63,30,33
3,10000,10000,63,36,27
4,10000,10000,63,37,26
5,10000,10000,63,31,32
1,14953,22,63,0,63
2,14953,22,63,0,63
3,14953,22,63,0,63
4,14953,22,63,0,63
5,14953,22,63,0,63
1,14953,114,63,1,62
2,14953,114,63,0,63
3,14953,114,63,0,63
4,14953,114,63,1,62
5,14953,114,63,0,63
1,14953,579,63,1,62
2,14953,579,63,3,60
3,14953,579,63,3,60
4,14953,579,63,1,62
5,14953,579,63,1,62
1,14953,2943,63,7,56
2,14953,2943,63,12,51
3,14953,2943,63,9,54
4,14953,2943,63,5,58
5,14953,2943,63,8,55
1,14953,14953,63,33,30
2,14953,14953,63,36,27
3,14953,14953,63,38,25
4,14953,14953,63,27,36
5,14953,14953,63,30,33
1,22361,34,63,0,63
2,22361,34,63,0,63
3,22361,34,63,0,63
4,22361,34,63,0,63
5,22361,34,63,0,63
1,22361,170,63,1,62
2,22361,170,63,0,63
3,22361,170,63,0,63
4,22361,170,63,0,63
5,22361,170,63,0,63
1,22361,866,63,6,57
2,22361,866,63,6,57
3,22361,866,63,4,59
4,22361,866,63,2,61
5,22361,866,63,3,60
1,22361,4401,63,11,52
2,22361,4401,63,11,52
3,22361,4401,63,12,51
4,22361,4401,63,15,48
5,22361,4401,63,13,50
1,22361,22361,63,34,29
2,22361,22361,63,38,25
3,22361,22361,63,29,34
4,22361,22361,63,29,34
5,22361,22361,63,32,31
1,33437,50,63,0,63
2,33437,50,63,0,63
3,33437,50,63,0,63
4,33437,50,63,0,63
5,33437,50,63,0,63
1,33437,255,63,1,62
2,33437,255,63,0,63
3,33437,255,63,0,63
4,33437,255,63,0,63
5,33437,255,63,1,62
1,33437,1295,63,3,60
2,33437,1295,63,3,60
3,33437,1295,63,2,61
4,33437,1295,63,0,63
5,33437,1295,63,1,62
1,33437,6580,63,8,55
2,33437,6580,63,10,53
3,33437,6580,63,12,51
4,33437,6580,63,14,49
5,33437,6580,63,9,54
1,33437,33437,63,38,25
2,33437,33437,63,29,34
3,33437,33437,63,35,28
4,33437,33437,63,28,35
5,33437,33437,63,25,38
1,50000,75,63,0,63
2,50000,75,63,0,63
3,50000,75,63,1,62
4,50000,75,63,1,62
5,50000,75,63,0,63
1,50000,381,63,0,63
2,50000,381,63,0,63
3,50000,381,63,1,62
4,50000,381,63,0,63
5,50000,381,63,0,63
1,50000,1936,63,2,61
2,50000,1936,63,2,61
3,50000,1936,63,1,62
4,50000,1936,63,0,63
5,50000,1936,63,1,62
1,50000,9840,63,9,54
2,50000,9840,63,11,52
3,50000,9840,63,12,51
4,50000,9840,63,6,57
5,50000,9840,63,8,55
1,50000,50000,63,21,42
2,50000,50000,63,28,35
3,50000,50000,63,32,31
4,50000,50000,63,32,31
5,50000,50000,63,34,29
1,10000,15,158,0,158
2,10000,15,158,0,158
3,10000,15,158,0,158
4,10000,15,158,0,158
5,10000,15,158,0,158
1,10000,76,158,0,158
2,10000,76,158,2,156
3,10000,76,158,0,158
4,10000,76,158,1,157
5,10000,76,158,1,157
1,10000,387,158,6,152
2,10000,387,158,8,150
3,10000,387,158,7,151
4,10000,387,158,4,154
5,10000,387,158,7,151
1,10000,1968,158,23,135
2,10000,1968,158,25,133
3,10000,1968,158,25,133
4,10000,1968,158,28,130
5,10000,1968,158,25,133
1,10000,10000,158,76,82
2,10000,10000,158,89,69
3,10000,10000,158,71,87
4,10000,10000,158,82,76
5,10000,10000,158,76,82
1,14953,22,158,0,158
2,14953,22,158,0,158
3,14953,22,158,1,157
4,14953,22,158,1,157
5,14953,22,158,0,158
1,14953,114,158,3,155
2,14953,114,158,1,157
3,14953,114,158,1,157
4,14953,114,158,1,157
5,14953,114,158,1,157
1,14953,579,158,7,151
2,14953,579,158,4,154
3,14953,579,158,7,151
4,14953,579,158,7,151
5,14953,579,158,8,150
1,14953,2943,158,22,136
2,14953,2943,158,29,129
3,14953,2943,158,27,131
4,14953,2943,158,31,127
5,14953,2943,158,33,125
1,14953,14953,158,77,81
2,14953,14953,158,89,69
3,14953,14953,158,64,94
4,14953,14953,158,78,80
5,14953,14953,158,90,68
1,22361,34,158,1,157
2,22361,34,158,0,158
3,22361,34,158,0,158
4,22361,34,158,0,158
5,22361,34,158,0,158
1,22361,170,158,4,154
2,22361,170,158,0,158
3,22361,170,158,0,158
4,22361,170,158,1,157
5,22361,170,158,1,157
1,22361,866,158,7,151
2,22361,866,158,4,154
3,22361,866,158,6,152
4,22361,866,158,2,156
5,22361,866,158,2,156
1,22361,4401,158,20,138
2,22361,4401,158,19,139
3,22361,4401,158,20,138
4,22361,4401,158,23,135
5,22361,4401,158,26,132
1,22361,22361,158,75,83
2,22361,22361,158,71,87
3,22361,22361,158,75,83
4,22361,22361,158,87,71
5,22361,22361,158,71,87
1,33437,50,158,0,158
2,33437,50,158,0,158
3,33437,50,158,0,158
4,33437,50,158,0,158
5,33437,50,158,0,158
1,33437,255,158,0,158
2,33437,255,158,2,156
3,33437,255,158,0,158
4,33437,255,158,2,156
5,33437,255,158,3,155
1,33437,1295,158,4,154
2,33437,1295,158,7,151
3,33437,1295,158,4,154
4,33437,1295,158,7,151
5,33437,1295,158,6,152
1,33437,6580,158,32,126
2,33437,6580,158,27,131
3,33437,6580,158,28,130
4,33437,6580,158,25,133
5,33437,6580,158,17,141
1,33437,33437,158,67,91
2,33437,33437,158,76,82
3,33437,33437,158,72,86
4,33437,33437,158,80,78
5,33437,33437,158,80,78
1,50000,75,158,0,158
2,50000,75,158,0,158
3,50000,75,158,1,157
4,50000,75,158,0,158
5,50000,75,158,0,158
1,50000,381,158,0,158
2,50000,381,158,2,156
3,50000,381,158,3,155
4,50000,381,158,1,157
5,50000,381,158,1,157
1,50000,1936,158,6,152
2,50000,1936,158,8,150
3,50000,1936,158,0,158
4,50000,1936,158,5,153
5,50000,1936,158,4,154
1,50000,9840,158,30,128
2,50000,9840,158,22,136
3,50000,9840,158,15,143
4,50000,9840,158,24,134
5,50000,9840,158,26,132
1,50000,50000,158,78,80
2,50000,50000,158,81,77
3,50000,50000,158,76,82
4,50000,50000,158,94,64
5,50000,50000,158,87,71
1,10000,15,398,0,398
2,10000,15,398,1,397
3,10000,15,398,2,396
4,10000,15,398,3,395
5,10000,15,398,1,397
1,10000,76,398,4,394
2,10000,76,398,2,396
3,10000,76,398,5,393
4,10000,76,398,6,392
5,10000,76,398,4,394
1,10000,387,398,16,382
2,10000,387,398,20,378
3,10000,387,398,16,382
4,10000,387,398,11,387
5,10000,387,398,15,383
1,10000,1968,398,53,345
2,10000,1968,398,72,326
3,10000,1968,398,59,339
4,10000,1968,398,71,327
5,10000,1968,398,72,326
1,10000,10000,398,191,207
2,10000,10000,398,189,209
3,10000,10000,398,209,189
4,10000,10000,398,190,208
5,10000,10000,398,205,193
1,14953,22,398,0,398
2,14953,22,398,1,397
3,14953,22,398,0,398
4,14953,22,398,0,398
5,14953,22,398,0,398
1,14953,114,398,3,395
2,14953,114,398,2,396
3,14953,114,398,4,394
4,14953,114,398,3,395
5,14953,114,398,1,397
1,14953,579,398,8,390
2,14953,579,398,11,387
3,14953,579,398,11,387
4,14953,579,398,17,381
5,14953,579,398,12,386
1,14953,2943,398,59,339
2,14953,2943,398,54,344
3,14953,2943,398,54,344
4,14953,2943,398,65,333
5,14953,2943,398,50,348
1,14953,14953,398,204,194
2,14953,14953,398,209,189
3,14953,14953,398,202,196
4,14953,14953,398,187,211
5,14953,14953,398,206,192
1,22361,34,398,2,396
2,22361,34,398,0,398
3,22361,34,398,0,398
4,22361,34,398,1,397
5,22361,34,398,0,398
1,22361,170,398,4,394
2,22361,170,398,3,395
3,22361,170,398,2,396
4,22361,170,398,6,392
5,22361,170,398,3,395
1,22361,866,398,18,380
2,22361,866,398,14,384
3,22361,866,398,20,378
4,22361,866,398,12,386
5,22361,866,398,13,385
1,22361,4401,398,67,331
2,22361,4401,398,67,331
3,22361,4401,398,72,326
4,22361,4401,398,73,325
5,22361,4401,398,59,339
1,22361,22361,398,184,214
2,22361,22361,398,198,200
3,22361,22361,398,197,201
4,22361,22361,398,215,183
5,22361,22361,398,204,194
1,33437,50,398,1,397
2,33437,50,398,1,397
3,33437,50,398,0,398
4,33437,50,398,0,398
5,33437,50,398,1,397
1,33437,255,398,3,395
2,33437,255,398,3,395
3,33437,255,398,2,396
4,33437,255,398,5,393
5,33437,255,398,0,398
1,33437,1295,398,15,383
2,33437,1295,398,16,382
3,33437,1295,398,15,383
4,33437,1295,398,13,385
5,33437,1295,398,10,388
1,33437,6580,398,64,334
2,33437,6580,398,59,339
3,33437,6580,398,59,339
4,33437,6580,398,61,337
5,33437,6580,398,70,328
1,33437,33437,398,208,190
2,33437,33437,398,199,199
3,33437,33437,398,192,206
4,33437,33437,398,213,185
5,33437,33437,398,209,189
1,50000,75,398,1,397
2,50000,75,398,0,398
3,50000,75,398,1,397
4,50000,75,398,3,395
5,50000,75,398,0,398
1,50000,381,398,2,396
2,50000,381,398,1,397
3,50000,381,398,4,394
4,50000,381,398,1,397
5,50000,381,398,1,397
1,50000,1936,398,10,388
2,50000,1936,398,14,384
3,50000,1936,398,14,384
4,50000,1936,398,11,387
5,50000,1936,398,10,388
1,50000,9840,398,68,330
2,50000,9840,398,59,339
3,50000,9840,398,62,336
4,50000,9840,398,62,336
5,50000,9840,398,62,336
1,50000,50000,398,192,206
2,50000,50000,398,199,199
3,50000,50000,398,207,191
4,50000,50000,398,202,196
5,50000,50000,398,206,192
1,10000,15,1000,1,999
2,10000,15,1000,1,999
3,10000,15,1000,1,999
4,10000,15,1000,2,998
5,10000,15,1000,0,1000
1,10000,76,1000,8,992
2,10000,76,1000,8,992
3,10000,76,1000,7,993
4,10000,76,1000,10,990
5,10000,76,1000,7,993
1,10000,387,1000,38,962
2,10000,387,1000,45,955
3,10000,387,1000,46,954
4,10000,387,1000,43,957
5,10000,387,1000,28,972
1,10000,1968,1000,168,832
2,10000,1968,1000,175,825
3,10000,1968,1000,159,841
4,10000,1968,1000,162,838
5,10000,1968,1000,155,845
1,10000,10000,1000,491,509
2,10000,10000,1000,493,507
3,10000,10000,1000,505,495
4,10000,10000,1000,474,526
5,10000,10000,1000,509,491
1,14953,22,1000,1,999
2,14953,22,1000,0,1000
3,14953,22,1000,1,999
4,14953,22,1000,1,999
5,14953,22,1000,1,999
1,14953,114,1000,4,996
2,14953,114,1000,4,996
3,14953,114,1000,10,990
4,14953,114,1000,5,995
5,14953,114,1000,6,994
1,14953,579,1000,34,966
2,14953,579,1000,39,961
3,14953,579,1000,41,959
4,14953,579,1000,39,961
5,14953,579,1000,32,968
1,14953,2943,1000,184,816
2,14953,2943,1000,175,825
3,14953,2943,1000,179,821
4,14953,2943,1000,144,856
5,14953,2943,1000,186,814
1,14953,14953,1000,499,501
2,14953,14953,1000,516,484
3,14953,14953,1000,531,469
4,14953,14953,1000,477,523
5,14953,14953,1000,483,517
1,22361,34,1000,3,997
2,22361,34,1000,3,997
3,22361,34,1000,1,999
4,22361,34,1000,1,999
5,22361,34,1000,1,999
1,22361,170,1000,10,990
2,22361,170,1000,6,994
3,22361,170,1000,8,992
4,22361,170,1000,2,998
5,22361,170,1000,6,994
1,22361,866,1000,37,963
2,22361,866,1000,51,949
3,22361,866,1000,36,964
4,22361,866,1000,36,964
5,22361,866,1000,36,964
1,22361,4401,1000,193,807
2,22361,4401,1000,166,834
3,22361,4401,1000,158,842
4,22361,4401,1000,143,857
5,22361,4401,1000,156,844
1,22361,22361,1000,506,494
2,22361,22361,1000,491,509
3,22361,22361,1000,495,505
4,22361,22361,1000,468,532
5,22361,22361,1000,510,490
1,33437,50,1000,0,1000
2,33437,50,1000,0,1000
3,33437,50,1000,1,999
4,33437,50,1000,4,996
5,33437,50,1000,1,999
1,33437,255,1000,7,993
2,33437,255,1000,10,990
3,33437,255,1000,7,993
4,33437,255,1000,10,990
5,33437,255,1000,9,991
1,33437,1295,1000,43,957
2,33437,1295,1000,40,960
3,33437,1295,1000,39,961
4,33437,1295,1000,30,970
5,33437,1295,1000,35,965
1,33437,6580,1000,166,834
2,33437,6580,1000,162,838
3,33437,6580,1000,152,848
4,33437,6580,1000,180,820
5,33437,6580,1000,187,813
1,33437,33437,1000,492,508
2,33437,33437,1000,496,504
3,33437,33437,1000,487,513
4,33437,33437,1000,494,506
5,33437,33437,1000,494,506
1,50000,75,1000,2,998
2,50000,75,1000,0,1000
3,50000,75,1000,1,999
4,50000,75,1000,1,999
5,50000,75,1000,1,999
1,50000,381,1000,9,991
2,50000,381,1000,11,989
3,50000,381,1000,15,985
4,50000,381,1000,9,991
5,50000,381,1000,7,993
1,50000,1936,1000,33,967
2,50000,1936,1000,31,969
3,50000,1936,1000,42,958
4,50000,1936,1000,35,965
5,50000,1936,1000,40,960
1,50000,9840,1000,174,826
2,50000,9840,1000,164,836
3,50000,9840,1000,153,847
4,50000,9840,1000,159,841
5,50000,9840,1000,170,830
1,50000,50000,1000,514,486
2,50000,50000,1000,518,482
3,50000,50000,1000,499,501
4,50000,50000,1000,530,470
5,50000,50000,1000,518,482
